messages,clean_text,label
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish entered cabin pa said happy b day bos felt special askd 4 lunch lunch invited apartment went said mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife parent kidz friend n colleague screaming surprise waiting sofa naked,ham
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,spam
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,fine good hear dear happy new year oh,ham
Are you going to wipro interview today?,going wipro interview today,ham
how tall are you princess?,tall princess,ham
I doubt you could handle 5 times per night in any case...,doubt could handle 5 time per night case,ham
Haha... Hope ï¿½_ can hear the receipt sound... Gd luck!,haha hope hear receipt sound gd luck,ham
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,gon na death gon na leave note say robs fault avenge,ham
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanese proverb one none must indian version one let none leave finally kerala version one stop none make strike,ham
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,today workin free oso gee thgt workin ur fren shop,ham
In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,life face choice toss coin becoz settle question coin air know heart hoping gudni8,ham
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god created gap finger one made come amp fill gap holding hand love,ham
I want to be there so i can kiss you and feel you next to me,want kiss feel next,ham
I am not at all happy with what you saying or doing,happy saying,ham
Adult 18 Content Your video will be with you shortly,adult 18 content video shortly,spam
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok would b lovely sure think wot want drinkin dancin eatin cinema wot,ham
What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,saying explicitly told nora know someone probably gon na bother,ham
He says hi and to get your ass back to south tampa (preferably at a kegger),say hi get as back south tampa preferably kegger,ham
Smith waste da.i wanna gayle.,smith waste da wan na gayle,ham
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",mum sent many many message since got want know actually getting enjoy rest day,ham
"Aight, tomorrow around  &lt;#&gt;  it is",aight tomorrow around lt gt,ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,ham
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,spam
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,actually first time went bed long spoke woke 7 night,ham
See you there! ,see,ham
I dont understand your message.,dont understand message,ham
Crucify is c not s. You should have told me earlier.,crucify c told earlier,ham
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",n't know keep saying since moved keep butting head freedom v responsibility tired much shit deal barely keeping together get added,ham
Fuck cedar key and fuck her (come over anyway tho),fuck cedar key fuck come anyway tho,ham
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,twenty past five said train durham already coz reserved seat,ham
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx,spam
U still painting ur wall?,still painting ur wall,ham
"Last Chance! Claim ur ï¿½150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. ï¿½3.00 Sub. 16",last chance claim ur 150 worth discount voucher today text shop 85023 savamob offer mobile c savamob pobox84 m263uz 3 00 sub 16,spam
Printer is cool. I mean groovy. Wine is groovying,printer cool mean groovy wine groovying,ham
Hi Harish's rent has been transfred to ur Acnt.,hi harish rent transfred ur acnt,ham
Anything lor is she coming?,anything lor coming,ham
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,cbe really good nowadays lot shop showroom city shaping good,ham
ï¿½ï¿½ still attending da talks?,still attending da talk,ham
No probs hon! How u doinat the mo?,probs hon doinat mo,ham
K I'll take care of it,k take care,ham
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,take phone callon friday assume year,ham
My battery is low babe,battery low babe,ham
Shuhui has bought ron's present it's a swatch watch...,shuhui bought ron present swatch watch,ham
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",yeah quite bit left swing tomorrow get,ham
Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,babe said 2 hour almost 4 internet,ham
K I'll be sure to get up before noon and see what's what,k sure get noon see,ham
K...k...yesterday i was in cbe .,k k yesterday cbe,ham
Went to ganesh dress shop,went ganesh dress shop,ham
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",pdate double min 1000 txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout yhl,spam
ï¿½ï¿½ collecting ur laptop then going to configure da settings izzit?,collecting ur laptop going configure da setting izzit,ham
If you r @ home then come down within 5 min,home come within 5 min,ham
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",aight 8 latest probably closer 7 jay tyler two trip,ham
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,come aftr lt decimal gt cleaning house,ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance currently 500 pound maximize ur cash send cash 86688 150p msg cc 08718720201 po box 114 14 tcr w1,spam
"Bill, as in: Are there any letters for me. iï¿½Ûªm expecting one from orange that isnï¿½Ûªt a bill but may still say orange on it.",bill letter expecting one orange bill may still say orange,ham
Tell me pa. How is pain de.,tell pa pain de,ham
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want 10 man gang bang,ham
"Ha. You donï¿½ï¿½ï¿½t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ha know either clever simple thing pear day perfect christmas,ham
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",helloooo wake sweet morning welcome enjoy day full joy gud mrng,ham
ALRITE,alrite,ham
Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,must sit around wait summer day celebrate magical sight world dressed white oooooh let snow,ham
URGENT! Your Mobile number has been awarded with a ï¿½2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,urgent mobile number awarded 2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs,spam
How do you guys go to see movies on your side.,guy go see movie side,ham
"Sorry,in meeting I'll call later",sorry meeting call later,ham
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,tell thinking plus going stop run,ham
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,kindly send one flat lt decimal gt today,ham
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,sorry unsubscribe yet mob offer package min term 54 week please resubmit request expiry reply themob help 4 info,spam
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,nothing lor bit bored dun go home early 2 sleep today,ham
What time should I tell my friend to be around?,time tell friend around,ham
Yes. that will be fine. Love you. Be safe.,yes fine love safe,ham
Thanks chikku..:-) gud nyt:-*,thanks chikku gud nyt,ham
Is xy in ur car when u picking me up?,xy ur car picking,ham
"Thanx 4 the time weï¿½ï¿½ve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",thanx 4 time spent 2geva bin mint ur baby want xxxx,ham
"Yo, any way we could pick something up tonight?",yo way could pick something tonight,ham
I've not sent it. He can send me.,sent send,ham
Fine am simply sitting.,fine simply sitting,ham
Thts god's gift for birds as humans hav some natural gift frm god..,thts god gift bird human hav natural gift frm god,ham
Are you coming to day for class.,coming day class,ham
Im done. Just studyn in library,im done studyn library,ham
Ok... U enjoy ur shows...,ok enjoy ur show,ham
Anything...,anything,ham
Where wuld I be without my baby? The thought alone mite break me and I donï¿½ï¿½t wanna go crazy but everyboy needs his lady xxxxxxxx,wuld without baby thought alone mite break wan na go crazy everyboy need lady xxxxxxxx,ham
Wat's my dear doing? Sleeping ah?,wat dear sleeping ah,ham
Hi' Test on  &lt;#&gt; rd ....,hi test lt gt rd,ham
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,2 student solved cat question xam 5 3 2 lt gt 9 2 4 lt gt 8 6 3 lt gt 7 2 5 tell answer brilliant 1thing got answr,ham
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody 4 loko night,ham
Yup n her fren lor. I'm meeting my fren at 730.,yup n fren lor meeting fren 730,ham
"Yeah, we got one lined up for us",yeah got one lined u,ham
